Customer_ID,txn_count,revenue_total,revenue_mean,quantity_total,rating_mean
CUST00006050,6,95742.94,15957.156666666668,8,4.0
CUST00006051,5,133820.3,26764.059999999998,6,4.5
CUST00006052,4,290675.4,72668.85,8,4.666666666666667
CUST00006053,8,420819.17,52602.39625,10,5.0
CUST00006054,4,112293.05,28073.2625,5,4.666666666666667
CUST00006055,10,460724.12000000005,46072.412000000004,13,4.4
CUST00006056,3,137423.91999999998,45807.97333333333,3,0.0
CUST00006057,2,21764.25,10882.125,2,4.5
CUST00006058,7,170167.71,24309.672857142858,7,4.5
CUST00006059,3,111718.70999999999,37239.57,4,5.0
CUST00006060,4,51760.5,12940.125,5,5.0
CUST00006061,1,15962.12,15962.12,1,4.0
CUST00006062,7,17063.25,2437.6071428571427,8,4.333333333333333
CUST00006063,6,143769.81,23961.635,7,5.0
CUST00006064,6,146391.6,24398.600000000002,7,4.0
CUST00006065,10,203361.58000000002,20336.158000000003,12,3.857142857142857
CUST00006066,5,177979.16,35595.832,6,4.666666666666667
CUST00006067,5,64129.32,12825.864,6,4.0
CUST00006068,6,71831.34,11971.89,6,4.5
CUST00006069,8,102353.09,12794.13625,9,4.5
CUST00006070,5,8893.05,1778.61,6,3.6666666666666665
CUST00006071,7,25713.47,3673.3528571428574,8,4.666666666666667
CUST00006072,6,72138.06999999999,12023.011666666665,6,4.0
CUST00006073,7,194698.88,27814.125714285714,9,3.3333333333333335
CUST00006074,6,248530.88,41421.81333333333,6,5.0
CUST00006075,4,66643.06999999999,16660.767499999998,4,5.0
CUST00006076,9,225476.17,25052.90777777778,11,4.75
CUST00006077,4,218090.8,54522.7,6,0.0
CUST00006078,8,160040.27000000002,20005.033750000002,8,4.75
CUST00006079,10,337495.56000000006,33749.556000000004,16,4.4
CUST00006080,9,185193.34999999998,20577.038888888885,10,4.5
CUST00006081,5,9595.09,1919.018,8,4.5
CUST00006082,5,53425.94,10685.188,6,3.6666666666666665
CUST00006083,5,56619.270000000004,11323.854000000001,7,4.0
CUST00006084,6,63909.09,10651.515,6,4.0
CUST00006085,7,165692.91,23670.415714285715,7,4.2
CUST00006086,7,72102.94,10300.42,9,4.0
CUST00006087,7,113461.51999999999,16208.78857142857,7,4.5
CUST00006088,6,68001.49,11333.581666666667,9,3.6
CUST00006089,8,107712.08,13464.01,13,4.25
CUST00006090,7,145804.03,20829.147142857142,8,5.0
CUST00006091,11,32116.649999999998,2919.695454545454,15,5.0
CUST00006092,6,197863.43999999997,32977.24,6,4.5
CUST00006093,5,14623.6,2924.7200000000003,6,4.0
CUST00006094,6,173400.47999999998,28900.079999999998,6,4.5
CUST00006095,11,577090.13,52462.73909090909,16,4.125
CUST00006096,5,12032.939999999999,2406.5879999999997,8,4.5
CUST00006097,6,77862.33,12977.055,7,5.0
CUST00006098,8,91953.28,11494.16,10,5.0
CUST00006099,4,119377.51000000001,29844.377500000002,4,4.333333333333333
CUST00006100,4,110208.35,27552.0875,4,4.0
CUST00006101,6,141302.88999999998,23550.481666666663,7,4.166666666666667
CUST00006102,8,190441.66,23805.2075,10,3.6666666666666665
CUST00006103,12,159155.24000000002,13262.936666666668,12,4.875
CUST00006104,5,58474.17,11694.833999999999,5,3.6666666666666665
CUST00006105,8,304420.82999999996,38052.603749999995,10,4.5
CUST00006106,7,250882.59,35840.37,9,4.25
CUST00006107,8,312578.86,39072.3575,13,4.666666666666667
CUST00006108,9,212118.93,23568.77,12,4.166666666666667
CUST00006109,5,68728.44,13745.688,6,4.5
CUST00006110,8,226195.53999999998,28274.442499999997,10,4.0
CUST00006111,11,70280.22,6389.110909090909,14,4.0
CUST00006112,10,306048.96,30604.896,14,4.0
CUST00006113,4,101528.84000000001,25382.210000000003,4,4.5
CUST00006114,10,190829.5,19082.95,11,4.2
CUST00006115,3,30952.600000000002,10317.533333333335,3,5.0
CUST00006116,9,208177.22,23130.80222222222,12,4.0
CUST00006117,6,67744.64,11290.773333333333,7,4.5
CUST00006118,6,73945.06999999999,12324.178333333331,7,5.0
CUST00006119,6,111248.55,18541.425,9,4.833333333333333
CUST00006120,7,368039.12,52577.01714285714,11,4.5
CUST00006121,9,370067.52,41118.613333333335,12,4.666666666666667
CUST00006122,6,213612.01,35602.00166666667,10,4.6
CUST00006123,8,51003.299999999996,6375.412499999999,10,4.0
CUST00006124,11,399924.95999999996,36356.814545454545,16,4.5
CUST00006125,7,218881.11,31268.73,8,4.5
CUST00006126,6,89931.97,14988.661666666667,8,5.0
CUST00006127,5,48511.14,9702.228,7,5.0
CUST00006128,5,74321.2,14864.24,8,4.0
CUST00006129,7,11498.43,1642.6328571428571,9,4.333333333333333
CUST00006130,8,302479.96,37809.995,10,4.0
CUST00006131,9,180978.84999999998,20108.761111111107,11,4.0
CUST00006132,10,509756.51,50975.651,15,4.4
CUST00006133,5,582906.95,116581.38999999998,8,4.666666666666667
CUST00006134,5,50160.89,10032.178,7,4.666666666666667
CUST00006135,4,52348.71,13087.1775,4,0.0
CUST00006136,6,357569.63,59594.93833333333,6,5.0
CUST00006137,10,126489.75,12648.975,13,4.25
CUST00006138,3,7331.55,2443.85,3,5.0
CUST00006139,8,135944.36,16993.045,10,4.25
CUST00006140,5,268908.16,53781.632,6,4.0
CUST00006141,5,45233.14,9046.628,5,4.5
CUST00006142,6,69442.55,11573.758333333333,8,5.0
CUST00006143,4,90001.45000000001,22500.362500000003,4,4.0
CUST00006144,3,83750.86,27916.953333333335,3,4.0
CUST00006145,3,47346.47,15782.156666666668,4,4.0
CUST00006146,6,43842.04000000001,7307.006666666668,8,4.5
CUST00006147,7,88042.57,12577.51,7,3.6666666666666665
CUST00006148,7,197127.51,28161.07285714286,8,4.666666666666667
CUST00006149,6,68127.84,11354.64,8,4.0
CUST00006150,3,155630.24,51876.746666666666,3,4.0
CUST00006151,7,124298.51000000001,17756.93,7,4.25
CUST00006152,5,114010.62,22802.124,5,4.0
CUST00006153,10,355656.32999999996,35565.632999999994,16,4.8
CUST00006154,5,76074.81,15214.962,6,4.333333333333333
CUST00006155,2,994.15,497.075,2,4.0
CUST00006156,8,135213.6,16901.7,15,4.0
CUST00006157,9,283463.87999999995,31495.98666666666,12,4.285714285714286
CUST00006158,4,174229.68,43557.42,5,5.0
CUST00006159,6,128167.05999999998,21361.176666666663,7,0.0
CUST00006160,5,13850.999999999998,2770.2,8,4.0
CUST00006161,5,106484.81999999999,21296.964,5,4.0
CUST00006162,6,321117.94999999995,53519.658333333326,7,4.0
CUST00006163,5,91275.45000000001,18255.090000000004,5,4.75
CUST00006164,3,7008.25,2336.0833333333335,3,5.0
CUST00006165,1,5452.7,5452.7,1,5.0
CUST00006166,4,67147.36,16786.84,4,4.333333333333333
CUST00006167,7,45327.83,6475.404285714286,7,4.0
CUST00006168,3,14536.369999999999,4845.456666666666,4,0.0
CUST00006169,5,203547.08,40709.416,7,4.666666666666667
CUST00006170,7,51672.369999999995,7381.767142857142,7,4.333333333333333
CUST00006171,8,433144.75,54143.09375,10,4.5
CUST00006172,6,103055.37,17175.895,7,4.666666666666667
CUST00006173,3,71574.09000000001,23858.030000000002,4,4.5
CUST00006174,6,226199.47999999998,37699.91333333333,7,4.6
CUST00006175,7,72902.93,10414.704285714284,9,4.5
CUST00006176,8,26371.36,3296.42,8,3.75
CUST00006177,5,43595.34,8719.068,9,4.75
CUST00006178,8,35470.0,4433.75,10,4.2
CUST00006179,6,45752.03999999999,7625.339999999999,7,5.0
CUST00006180,3,21844.54,7281.513333333333,3,4.0
CUST00006181,4,180480.24,45120.06,4,5.0
CUST00006182,7,78698.98999999999,11242.712857142857,8,3.5
CUST00006183,4,26779.86,6694.965,4,0.0
CUST00006184,7,350030.7,50004.385714285716,9,4.5
CUST00006185,6,67037.16,11172.86,6,4.0
CUST00006186,9,102876.04000000001,11430.671111111113,10,4.6
CUST00006187,5,270096.88,54019.376000000004,7,4.5
CUST00006188,6,132744.06,22124.01,6,0.0
CUST00006189,9,314293.04,34921.44888888889,11,4.5
CUST00006190,8,91300.91,11412.61375,8,3.5
CUST00006191,7,258576.71,36939.53,8,4.666666666666667
CUST00006192,8,81430.37,10178.79625,14,5.0
CUST00006193,6,83197.08,13866.18,6,4.0
CUST00006194,11,55176.119999999995,5016.010909090909,16,4.25
CUST00006195,8,65693.73,8211.71625,14,4.666666666666667
CUST00006196,5,34247.63,6849.526,5,3.6666666666666665
CUST00006197,3,344059.89,114686.63,5,4.0
CUST00006198,9,391411.4,43490.15555555556,10,4.2
CUST00006199,3,42319.78,14106.593333333332,4,5.0
CUST00006200,5,100118.63,20023.726000000002,7,4.25
CUST00006201,3,115782.84999999999,38594.28333333333,5,4.0
CUST00006202,6,80487.06,13414.51,8,4.0
CUST00006203,7,177015.28,25287.897142857142,7,3.6666666666666665
CUST00006204,7,699050.3699999999,99864.33857142855,14,4.333333333333333
CUST00006205,9,219605.63,24400.625555555554,10,4.8
CUST00006206,9,112659.93,12517.769999999999,11,4.0
CUST00006207,5,183587.65000000002,36717.530000000006,7,5.0
CUST00006208,6,116481.31999999999,19413.553333333333,6,4.25
CUST00006209,10,743621.06,74362.106,15,4.5
CUST00006210,9,339981.42,37775.71333333333,12,4.5
CUST00006211,7,265928.33999999997,37989.76285714285,10,4.5
CUST00006212,3,197460.87,65820.29,3,4.0
CUST00006213,10,128900.52,12890.052,11,4.4
CUST00006214,3,4687.9,1562.6333333333332,3,4.5
CUST00006215,9,97073.58,10785.953333333333,11,4.5
CUST00006216,6,381765.44,63627.573333333334,10,4.0
CUST00006217,4,124661.22,31165.305,4,3.6666666666666665
CUST00006218,7,53001.6,7571.657142857142,9,4.2
CUST00006219,8,174724.95,21840.61875,9,4.333333333333333
CUST00006220,10,231435.99000000002,23143.599000000002,12,3.6666666666666665
CUST00006221,8,184090.69,23011.33625,10,4.25
CUST00006222,11,531050.37,48277.306363636366,15,4.5
CUST00006223,8,421186.13,52648.26625,10,4.625
CUST00006224,7,182301.9,26043.12857142857,8,4.5
CUST00006225,5,108559.08,21711.816,5,5.0
CUST00006226,6,282839.29,47139.88166666666,8,5.0
CUST00006227,5,7355.920000000001,1471.1840000000002,6,5.0
CUST00006228,10,305442.14,30544.214,12,4.5
CUST00006229,7,161254.46,23036.351428571426,9,4.5
CUST00006230,8,209582.5,26197.8125,11,4.666666666666667
CUST00006231,5,164842.59999999998,32968.52,5,4.0
CUST00006232,9,348303.72,38700.41333333333,11,5.0
CUST00006233,8,119845.89999999998,14980.737499999997,11,4.5
CUST00006234,9,221343.73,24593.74777777778,10,4.5
CUST00006235,8,53840.11,6730.01375,10,4.5
CUST00006236,3,36231.189999999995,12077.063333333332,3,5.0
CUST00006237,3,78170.84,26056.946666666667,4,5.0
CUST00006238,12,328272.46,27356.038333333334,13,4.571428571428571
CUST00006239,4,7632.28,1908.07,4,4.666666666666667
CUST00006240,6,123640.65000000001,20606.775,7,5.0
CUST00006241,5,238484.47999999998,47696.89599999999,7,4.5
CUST00006242,7,186617.38,26659.625714285714,7,5.0
CUST00006243,9,422200.86000000004,46911.20666666667,16,4.75
CUST00006244,12,480624.02,40052.00166666667,16,4.25
CUST00006245,4,89276.86000000002,22319.215000000004,4,4.5
CUST00006246,9,111703.96,12411.551111111112,10,4.333333333333333
CUST00006247,5,178580.07,35716.014,7,4.333333333333333
CUST00006248,5,78529.59999999999,15705.919999999998,7,4.0
CUST00006249,9,193956.47000000003,21550.718888888892,9,4.75
CUST00006250,7,394539.06,56362.72285714286,11,0.0
CUST00006251,12,227235.96999999997,18936.33083333333,14,4.5
CUST00006252,8,242962.26,30370.2825,10,4.6
CUST00006253,9,162982.76,18109.195555555558,13,4.8
CUST00006254,7,51170.119999999995,7310.017142857142,8,5.0
CUST00006255,6,190130.63999999998,31688.44,7,4.5
CUST00006256,4,66037.8,16509.45,6,4.0
CUST00006257,9,223452.02000000002,24828.002222222225,13,4.25
CUST00006258,6,145500.68,24250.11333333333,9,5.0
CUST00006259,5,14147.619999999999,2829.524,6,4.0
CUST00006260,3,2998.1899999999996,999.3966666666665,3,4.0
CUST00006261,3,346368.87,115456.29,6,4.0
CUST00006262,6,65948.3,10991.383333333333,6,3.5
CUST00006263,5,137312.09,27462.417999999998,5,4.666666666666667
CUST00006264,9,99901.62,11100.18,12,4.25
CUST00006265,7,323952.04,46278.862857142856,10,3.6666666666666665
CUST00006266,6,140376.52,23396.086666666666,7,4.5
CUST00006268,8,293915.05,36739.38125,10,4.0
CUST00006269,4,104589.12000000001,26147.280000000002,4,5.0
CUST00006270,8,42778.96,5347.37,10,4.666666666666667
CUST00006271,6,75214.78,12535.796666666667,7,4.5
CUST00006272,8,235371.8,29421.475,11,4.0
CUST00006273,5,150469.58,30093.915999999997,8,4.5
CUST00006274,6,158009.19,26334.865,6,4.5
CUST00006275,2,6365.969999999999,3182.9849999999997,2,0.0
CUST00006276,5,253626.71000000002,50725.342000000004,6,5.0
CUST00006277,4,105027.28,26256.82,4,5.0
CUST00006278,5,82813.78,16562.756,7,4.25
CUST00006279,8,68081.74,8510.2175,10,4.25
CUST00006280,7,69028.26999999999,9861.181428571426,8,4.5
CUST00006281,4,44933.63,11233.4075,5,4.75
CUST00006282,9,299306.24,33256.24888888889,9,4.666666666666667
CUST00006283,4,17960.62,4490.155,4,5.0
CUST00006284,6,81868.14000000001,13644.690000000002,7,3.75
CUST00006285,4,82862.15,20715.5375,6,5.0
CUST00006286,3,6459.719999999999,2153.24,3,4.0
CUST00006287,5,160527.87,32105.574,7,4.75
CUST00006288,3,21696.679999999997,7232.226666666666,5,3.0
CUST00006289,8,296676.3,37084.5375,11,5.0
CUST00006290,10,160455.72,16045.572,13,4.0
CUST00006291,6,164979.49,27496.581666666665,6,4.6
CUST00006292,4,15353.340000000002,3838.3350000000005,4,4.0
CUST00006293,3,53299.23,17766.41,4,4.666666666666667
CUST00006294,4,42203.18,10550.795,5,4.75
CUST00006295,4,141746.72999999998,35436.682499999995,4,5.0
CUST00006296,3,46663.530000000006,15554.510000000002,3,4.5
CUST00006297,9,268225.02,29802.780000000002,14,4.6
CUST00006298,6,169815.65,28302.608333333334,7,5.0
CUST00006299,5,115595.55000000002,23119.110000000004,8,4.0
CUST00006300,11,90807.95,8255.26818181818,15,4.8
CUST00006301,8,230130.94,28766.3675,10,5.0
CUST00006302,8,107993.56,13499.195,10,4.5
CUST00006303,8,300963.51,37620.43875,10,4.5
CUST00006304,7,119090.49,17012.927142857145,7,4.0
CUST00006305,6,43683.09,7280.514999999999,8,3.8333333333333335
CUST00006306,5,57441.43000000001,11488.286000000002,5,3.0
CUST00006307,3,97493.14,32497.713333333333,3,4.0
CUST00006308,10,127136.91,12713.691,12,4.428571428571429
CUST00006309,6,128804.43,21467.405,8,0.0
CUST00006310,6,68104.3,11350.716666666667,6,5.0
CUST00006311,8,405018.32,50627.29,12,4.6
CUST00006312,5,213391.12,42678.224,8,5.0
CUST00006313,6,7120.79,1186.7983333333334,6,5.0
CUST00006314,7,303776.75,43396.67857142857,10,4.666666666666667
CUST00006315,8,240629.78999999998,30078.723749999997,13,4.6
CUST00006316,5,37823.29,7564.658,5,4.0
CUST00006317,10,84488.04000000001,8448.804,13,4.166666666666667
CUST00006318,11,222067.74,20187.976363636364,16,5.0
CUST00006319,4,156898.68,39224.67,5,4.5
CUST00006320,2,33869.899999999994,16934.949999999997,2,0.0
CUST00006321,5,207588.84,41517.768,7,5.0
CUST00006322,14,274158.22,19582.73,17,4.714285714285714
CUST00006323,6,345470.0,57578.333333333336,6,5.0
CUST00006324,3,42038.06,14012.686666666666,5,4.5
CUST00006325,3,73349.69,24449.896666666667,3,4.0
CUST00006326,10,272135.79000000004,27213.579000000005,13,4.2
CUST00006327,9,110998.66,12333.184444444445,11,4.25
CUST00006328,7,154502.51,22071.787142857145,8,4.333333333333333
CUST00006329,7,131553.68,18793.382857142857,7,5.0
CUST00006330,6,103035.65,17172.608333333334,8,5.0
CUST00006331,11,130098.05,11827.095454545455,14,4.5
CUST00006332,6,50824.15,8470.691666666668,7,5.0
CUST00006333,8,334294.97000000003,41786.871250000004,13,4.166666666666667
CUST00006334,9,44860.78,4984.531111111111,11,4.166666666666667
CUST00006335,7,28963.75,4137.678571428572,7,4.5
CUST00006336,9,602498.79,66944.31,16,4.5
CUST00006337,4,20700.39,5175.0975,5,4.333333333333333
CUST00006338,5,210480.44,42096.088,6,4.666666666666667
CUST00006339,8,206705.03,25838.12875,11,4.5
CUST00006340,5,192385.47999999998,38477.096,6,4.666666666666667
CUST00006341,7,215832.0,30833.14285714286,11,4.5
CUST00006342,7,197684.49,28240.641428571427,10,4.0
CUST00006343,3,43693.99,14564.663333333332,3,0.0
CUST00006344,3,71518.62000000001,23839.540000000005,4,3.5
CUST00006345,6,146034.7,24339.11666666667,8,4.0
CUST00006346,11,411932.28,37448.38909090909,12,4.571428571428571
CUST00006347,6,95526.16,15921.026666666667,8,4.666666666666667
CUST00006348,10,328574.41,32857.441,14,4.5
CUST00006349,4,25793.21,6448.3025,6,4.5
CUST00006350,2,31392.47,15696.235,2,0.0
CUST00006351,7,26145.54,3735.077142857143,8,3.8
CUST00006352,5,131341.91999999998,26268.384,6,4.333333333333333
CUST00006353,7,461850.62,65978.66,11,4.5
CUST00006354,9,323072.22000000003,35896.91333333334,11,5.0
CUST00006355,7,29373.210000000006,4196.172857142858,10,4.0
CUST00006356,7,89872.37000000001,12838.910000000002,10,3.5
CUST00006357,2,32472.88,16236.44,3,3.0
CUST00006358,3,7418.42,2472.806666666667,5,0.0
CUST00006359,4,120345.99,30086.4975,4,3.5
CUST00006360,4,415495.78,103873.945,9,4.0
CUST00006361,8,76490.28,9561.285,10,4.5
CUST00006362,4,69584.26,17396.065,5,5.0
CUST00006363,4,20986.73,5246.6825,5,5.0
CUST00006364,9,274287.46,30476.384444444448,10,4.6
CUST00006365,8,146601.9,18325.2375,10,4.0
CUST00006366,3,194355.35,64785.11666666667,4,5.0
CUST00006367,6,366661.93000000005,61110.32166666668,9,4.0
CUST00006368,4,8607.85,2151.9625,5,4.0
CUST00006369,5,183093.11,36618.621999999996,5,4.5
CUST00006370,4,71953.76,17988.44,5,3.5
CUST00006371,6,217489.67,36248.278333333335,11,4.5
CUST00006372,3,3725.3800000000006,1241.7933333333335,4,5.0
CUST00006373,4,47906.65,11976.6625,5,5.0
CUST00006374,6,105644.92,17607.486666666668,8,4.666666666666667
CUST00006375,8,146635.93,18329.49125,8,4.0
CUST00006376,9,391662.62,43518.06888888889,12,4.5
CUST00006377,6,107917.55,17986.258333333335,9,4.2
CUST00006378,11,542202.92,49291.17454545455,14,4.4
CUST00006379,8,332956.72,41619.59,11,4.5
CUST00006380,5,150379.02,30075.803999999996,5,5.0
CUST00006381,9,77657.76999999999,8628.64111111111,11,4.0
CUST00006382,7,219380.39,31340.055714285718,9,4.333333333333333
CUST00006383,6,182993.86,30498.976666666666,7,4.5
CUST00006384,10,128497.09,12849.708999999999,13,5.0
CUST00006385,9,325740.17,36193.352222222224,14,4.4
CUST00006386,7,77659.69,11094.24142857143,7,4.0
CUST00006387,4,336233.52,84058.38,5,4.333333333333333
CUST00006388,6,189996.41,31666.068333333333,6,4.0
CUST00006389,5,56408.75,11281.75,5,4.5
CUST00006390,6,206274.3,34379.049999999996,9,4.2
CUST00006391,4,44570.119999999995,11142.529999999999,4,4.5
CUST00006392,3,10285.789999999999,3428.5966666666664,4,5.0
CUST00006393,6,255116.15,42519.35833333333,8,4.333333333333333
CUST00006394,5,96391.34,19278.268,6,4.666666666666667
CUST00006395,9,59658.060000000005,6628.673333333334,12,4.75
CUST00006396,2,9540.650000000001,4770.325000000001,3,0.0
CUST00006397,5,108400.47,21680.094,8,4.333333333333333
CUST00006398,7,44846.22,6406.602857142857,10,5.0
CUST00006399,5,78117.37999999999,15623.475999999999,7,4.0
CUST00006400,4,128738.36,32184.59,6,4.0
CUST00006401,7,134316.39,19188.055714285718,7,4.0
CUST00006402,5,11680.140000000001,2336.0280000000002,6,4.666666666666667
CUST00006403,7,89480.94,12782.99142857143,9,5.0
CUST00006404,7,135450.72,19350.102857142858,9,4.0
CUST00006405,7,128050.28,18292.897142857142,8,4.5
CUST00006406,8,57434.76999999999,7179.346249999999,11,5.0
CUST00006407,8,133133.67,16641.70875,8,4.833333333333333
CUST00006408,4,39814.5,9953.625,4,5.0
CUST00006409,5,159930.68,31986.136,7,4.0
CUST00006410,4,28077.81,7019.4525,4,4.333333333333333
CUST00006411,4,110089.69,27522.4225,4,5.0
CUST00006412,9,565026.45,62780.71666666666,13,4.5
CUST00006413,4,142047.06,35511.765,5,4.0
CUST00006414,7,180449.26,25778.465714285714,9,4.5
CUST00006415,6,79024.89,13170.815,7,4.5
CUST00006416,4,80346.02,20086.505,5,0.0
CUST00006417,9,185623.27000000002,20624.80777777778,9,4.5
CUST00006418,3,51006.090000000004,17002.030000000002,4,4.0
CUST00006419,5,71653.0,14330.6,6,4.5
CUST00006420,4,144294.88,36073.72,6,5.0
CUST00006421,10,185244.65999999997,18524.465999999997,11,5.0
CUST00006422,7,212957.71999999997,30422.531428571423,9,4.166666666666667
CUST00006423,4,14132.74,3533.185,4,4.5
CUST00006424,11,332530.35,30230.031818181815,15,4.333333333333333
CUST00006425,9,204593.02,22732.557777777776,9,4.2
CUST00006426,9,123704.45999999999,13744.939999999999,9,4.333333333333333
CUST00006427,11,187432.79,17039.344545454547,13,4.0
CUST00006428,7,339516.4,48502.34285714286,11,4.75
CUST00006429,4,92853.25,23213.3125,5,4.5
CUST00006430,9,241907.47999999998,26878.608888888888,14,4.666666666666667
CUST00006431,5,15624.759999999998,3124.9519999999998,6,4.0
CUST00006432,8,332234.0,41529.25,10,4.666666666666667
CUST00006433,8,187998.17,23499.77125,10,4.5
CUST00006434,8,53946.10999999999,6743.263749999999,13,4.0
CUST00006435,7,141258.65,20179.807142857142,9,3.0
CUST00006436,11,336588.27999999997,30598.934545454544,16,4.4
CUST00006437,8,99363.11,12420.38875,9,4.5
CUST00006438,10,116718.03,11671.803,12,4.2
CUST00006439,4,185337.94,46334.485,4,4.5
CUST00006440,6,267958.55,44659.75833333333,7,4.666666666666667
CUST00006441,4,196214.09000000003,49053.52250000001,4,5.0
CUST00006442,10,211109.77,21110.977,12,4.75
CUST00006443,6,263964.01,43994.00166666667,7,4.8
CUST00006444,7,371815.74,53116.53428571428,9,4.25
CUST00006445,7,190846.57,27263.795714285716,9,5.0
CUST00006446,3,7531.08,2510.36,5,4.666666666666667
CUST00006447,3,139895.58,46631.85999999999,3,4.333333333333333
CUST00006448,9,263416.71,29268.523333333334,11,5.0
CUST00006449,7,266702.61,38100.37285714286,7,4.5
CUST00006450,2,96464.73,48232.365,2,4.0
CUST00006451,9,132437.96,14715.328888888887,9,3.5
CUST00006452,4,77799.16,19449.79,8,5.0
CUST00006453,8,429268.08,53658.51,9,4.5
CUST00006454,5,123191.77,24638.354,5,4.0
CUST00006455,9,197436.85,21937.42777777778,13,4.25
CUST00006456,6,233327.11000000002,38887.85166666667,7,4.0
CUST00006457,6,427394.9,71232.48333333334,9,4.0
CUST00006458,4,49926.21,12481.5525,4,4.333333333333333
CUST00006459,6,72619.64,12103.273333333333,7,4.333333333333333
CUST00006460,7,282092.88,40298.98285714286,9,4.5
CUST00006461,6,208614.06,34769.01,7,4.333333333333333
CUST00006462,10,342329.62,34232.962,12,4.333333333333333
CUST00006463,5,504615.33999999997,100923.068,7,5.0
CUST00006464,7,163427.75,23346.821428571428,9,5.0
CUST00006465,11,185634.6,16875.872727272726,14,4.333333333333333
CUST00006466,8,79403.7,9925.4625,8,4.0
CUST00006467,6,426639.70999999996,71106.61833333333,9,0.0
CUST00006468,9,345663.75,38407.083333333336,12,4.8
CUST00006469,6,141034.12,23505.686666666665,6,5.0
CUST00006470,6,268865.46,44810.91,8,4.5
CUST00006471,7,142731.36000000002,20390.19428571429,8,4.6
CUST00006472,7,82683.04,11811.862857142856,8,4.5
CUST00006473,5,64799.15,12959.83,5,3.5
CUST00006474,7,177011.87999999998,25287.411428571424,9,4.8
CUST00006475,5,124346.91,24869.382,6,3.3333333333333335
CUST00006476,4,73169.04000000001,18292.260000000002,4,4.25
CUST00006477,5,76818.27,15363.654,5,4.333333333333333
CUST00006478,8,182479.40000000002,22809.925000000003,12,3.5
CUST00006479,12,68870.65000000001,5739.220833333334,15,4.75
CUST00006480,2,6229.24,3114.62,2,4.0
CUST00006481,10,264243.65,26424.365,16,4.8
CUST00006482,6,120096.62000000002,20016.103333333336,6,3.3333333333333335
CUST00006483,10,197530.55999999997,19753.055999999997,11,4.333333333333333
CUST00006484,10,19765.88,1976.5880000000002,11,4.571428571428571
CUST00006485,5,72362.23,14472.446,9,4.0
CUST00006486,9,111585.20999999999,12398.356666666667,12,4.25
CUST00006487,6,90713.39,15118.898333333333,7,5.0
CUST00006488,7,55048.490000000005,7864.070000000001,8,3.5
CUST00006489,5,136610.16999999998,27322.033999999996,5,4.666666666666667
CUST00006490,3,142654.51,47551.503333333334,3,0.0
CUST00006491,4,30097.58,7524.395,4,4.25
CUST00006492,7,56361.75,8051.678571428572,11,5.0
CUST00006493,3,119948.21,39982.73666666667,4,4.0
CUST00006494,7,185810.46,26544.351428571426,10,3.6666666666666665
CUST00006495,6,190149.33,31691.554999999997,9,4.0
CUST00006496,4,16088.02,4022.005,5,0.0
CUST00006497,5,220284.72,44056.944,7,4.0
CUST00006498,4,44296.94,11074.235,7,4.0
CUST00006499,3,78433.93000000001,26144.643333333337,6,4.0
CUST00006500,6,18840.7,3140.116666666667,7,5.0
CUST00006501,2,9085.48,4542.74,2,5.0
CUST00006502,7,36207.41,5172.487142857143,7,4.5
CUST00006503,9,526267.7200000001,58474.19111111112,12,4.75
CUST00006504,1,634.04,634.04,1,5.0
CUST00006505,7,174813.38999999998,24973.341428571428,7,4.8
CUST00006506,5,58233.07,11646.614,6,0.0
CUST00006507,5,31293.23,6258.646,8,5.0
CUST00006508,3,121405.1,40468.36666666667,5,5.0
CUST00006509,2,73807.95999999999,36903.979999999996,2,4.0
CUST00006510,5,121535.06999999999,24307.014,6,4.6
CUST00006511,8,291171.48,36396.435,11,4.0
CUST00006512,12,709105.6699999999,59092.13916666666,15,4.25
CUST00006513,6,500855.24,83475.87333333334,10,4.5
CUST00006514,7,89449.18,12778.454285714284,10,3.8
CUST00006515,10,86985.95,8698.595,10,4.2
CUST00006516,5,292191.36,58438.272,6,4.333333333333333
CUST00006517,10,357140.81,35714.081,13,4.5
CUST00006518,9,255745.84,28416.204444444444,10,4.0
CUST00006519,4,55797.36,13949.34,4,4.0
CUST00006520,4,149247.16,37311.79,7,4.75
CUST00006521,9,109325.36,12147.262222222222,13,4.0
CUST00006522,4,10731.26,2682.815,8,4.5
CUST00006523,13,196283.66,15098.743076923078,17,4.333333333333333
CUST00006524,7,15454.150000000001,2207.7357142857145,9,3.6
CUST00006525,5,189089.78999999998,37817.958,5,4.5
CUST00006526,5,67114.86000000002,13422.972000000003,5,4.5
CUST00006527,11,248022.78000000003,22547.525454545455,13,4.714285714285714
CUST00006528,5,23867.210000000003,4773.442000000001,8,4.0
CUST00006529,5,210291.99000000002,42058.398,6,4.333333333333333
CUST00006530,6,34114.86,5685.81,8,4.666666666666667
CUST00006531,7,677752.4299999999,96821.7757142857,10,4.5
CUST00006532,7,369238.04000000004,52748.291428571436,8,4.2
CUST00006533,5,56392.549999999996,11278.509999999998,6,5.0
CUST00006534,2,110013.35,55006.675,3,4.0
CUST00006535,10,276552.86,27655.286,11,4.333333333333333
CUST00006536,8,98403.0,12300.375,9,4.833333333333333
CUST00006537,7,98721.56,14103.08,8,4.666666666666667
CUST00006538,4,4227.099999999999,1056.7749999999999,7,3.0
CUST00006539,1,38894.42,38894.42,1,5.0
